bucket,every_n,n_sym,fund_pnl,price_pnl,gross,turnover,net_real,net_pess,rebalanced
1715299200000,1,33,5.091700000000001e-05,-0.0004351184955612595,-0.00038420149556125954,1.0,-0.0020042014955612593,-0.0030842014955612595,1
1715328000000,1,33,2.6389e-05,0.0034891576114745694,0.0035155466114745694,0.9999999999999999,0.0018955466114745697,0.0008155466114745697,1
1715356800000,1,33,3.2760000000000005e-05,-0.0009416309964662244,-0.0009088709964662244,0.9999999999999999,-0.002528870996466224,-0.003608870996466224,1
1715385600000,1,33,3.845800000000001e-05,-0.0007773570571106502,-0.0007388990571106502,1.6000000000000003,-0.003330899057110651,-0.005058899057110651,1
1715414400000,1,33,3.3407e-05,-0.0023459021934033046,-0.0023124951934033046,1.4000000000000001,-0.004580495193403304,-0.006092495193403305,1
1715443200000,1,33,2.9306999999999996e-05,-0.0031308358806868,-0.0031015288806868,0.9999999999999999,-0.0047215288806867995,-0.0058015288806868,1
1715472000000,1,33,6.1594e-05,0.0026766368373117855,0.0027382308373117854,1.2,0.0007942308373117856,-0.0005017691626882149,1
1715500800000,1,33,4.8482e-05,0.00217565223689703,0.0022241342368970298,0.7999999999999999,0.0009281342368970299,6.413423689702975e-05,1
1715529600000,1,33,7.454300000000001e-05,-0.002424480722858746,-0.0023499377228587462,0.9999999999999999,-0.003969937722858746,-0.005049937722858746,1
1715558400000,1,33,5.3258e-05,0.003285631129310573,0.003338889129310573,0.9999999999999999,0.0017188891293105732,0.0006388891293105732,1
1715587200000,1,33,4.2687e-05,0.013093246393781156,0.013135933393781156,1.2,0.011191933393781156,0.009895933393781156,1
1715616000000,1,33,3.5070000000000005e-06,0.02625477096539725,0.026258277965397248,1.8000000000000005,0.023342277965397246,0.02139827796539725,1
